STT,Route name,Site1,Site2,Site3,NumberError
2246,RN232077232078,232077,232078,,53
2247,RN232079232080,232079,232080,,61
2248,RN232081232082,232081,232082,,79
2249,RN232083232084,232083,232084,,5
2250,RN232085232086,232085,232086,,53
2251,RN232087232088,232087,232088,,1
2252,RN232089232090,232089,232090,,24
2253,RN232091232092,232091,232092,,58
2254,RN232093232094,232093,232094,,7
2255,RN232095232096,232095,232096,,95
2256,RN232097232099,232097,232099,,72
2257,RN232100232102,232100,232102,,23
2258,RN232103232104,232103,232104,,0
2259,RN232105232106,232105,232106,,91
2260,RN232108232110,232108,232110,,94
2261,RN232111232112,232111,232112,,74
2262,RN232114232115,232114,232115,,41
2263,RN232116232117,232116,232117,,71
2264,RN232118232119,232118,232119,,74
2265,RN232120232121,232120,232121,,46
2266,RN232125232126,232125,232126,,46
2267,RN232127232134,232127,232134,,89
2268,RN232135232136,232135,232136,,100
2269,RN232137232139,232137,232139,,31
2270,RN232140232141,232140,232141,,50
2271,RN232142232143,232142,232143,,71
2272,RN232145232146,232145,232146,,16
2273,RN232147232148,232147,232148,,35
2274,RN232149232150,232149,232150,,50
2275,RN232151232152,232151,232152,,17
2276,RN232153232154,232153,232154,,72
2277,RN232155232156,232155,232156,,50
2278,RN232157232158,232157,232158,,35
2279,RN232159232160,232159,232160,,69
2280,RN232161232501,232161,232501,,53
2281,RN245017432007,245017,432007,,13
2282,RN432009343001,432009,343001,,100
2283,RN343002343003,343002,343003,,21
2284,RN343004343005,343004,343005,,15
2285,RN343006343007,343006,343007,,36
2286,RN343008343009,343008,343009,,48
2287,RN343010343011,343010,343011,,21
2288,RN343012343013,343012,343013,,100
2289,RN343014343015,343014,343015,,5
2290,RN343016343017,343016,343017,,100
2291,RN343019343020,343019,343020,,73
2292,RN343021343022,343021,343022,,77
2293,RN343023343024,343023,343024,,17
2294,RN343025343026,343025,343026,,91
2295,RN343027343028,343027,343028,,61
2296,RN343029343030,343029,343030,,46
2297,RN343031343032,343031,343032,,53
2298,RN343034343035,343034,343035,,39
2299,RN343038343040,343038,343040,,47
2300,RN343041343042,343041,343042,,32
2301,RN343043343044,343043,343044,,9
2302,RN343045343046,343045,343046,,75
2303,RN343047343049,343047,343049,,34
2304,RN343051343052,343051,343052,,35
2305,RN343053343054,343053,343054,,48
2306,RN343055343056,343055,343056,,40
2307,RN343059343061,343059,343061,,52
2308,RN343062343090,343062,343090,,48
2309,RN135001135009,135001,135009,,41
2310,RN135010135017,135010,135017,,85
2311,RN135018135019,135018,135019,,51
2312,RN135021135022,135021,135022,,38
2313,RN135023135024,135023,135024,,64
2314,RN138021138032,138021,138032,,30
2315,RN138037138042,138037,138042,,6
2316,RN135005217002,135005,217002,,32
2317,RN217003217004,217003,217004,,81
2318,RN217005217006,217005,217006,,36
2319,RN217007217009,217007,217009,,13
2320,RN217010217011,217010,217011,,43
2321,RN217012217013,217012,217013,,98
2322,RN217014217015,217014,217015,,17
2323,RN217016217017,217016,217017,,20
2324,RN217018217019,217018,217019,,41
2325,RN217020217021,217020,217021,,77
2326,RN217022217023,217022,217023,,44
2327,RN217024217025,217024,217025,,70
2328,RN217026217027,217026,217027,,49
2329,RN217028217029,217028,217029,,29
2330,RN217030217031,217030,217031,,82
2331,RN217032217033,217032,217033,,36
2332,RN217034217035,217034,217035,,37
2333,RN217036217037,217036,217037,,26
2334,RN217038217039,217038,217039,,0
2335,RN217040217041,217040,217041,,46
2336,RN217042217043,217042,217043,,52
2337,RN217044217060,217044,217060,,45
2338,RN217061217501,217061,217501,,65
2339,RN236001236002,236001,236002,,45
2340,RN236003236004,236003,236004,,34
2341,RN236005236006,236005,236006,,70
2342,RN236007236008,236007,236008,,86
2343,RN236009236010,236009,236010,,77
2344,RN236011236012,236011,236012,,30
2345,RN236013236014,236013,236014,,95
2346,RN236015236016,236015,236016,,94
2347,RN236017236018,236017,236018,,92
2348,RN236019236020,236019,236020,,62
2349,RN236021236022,236021,236022,,89
2350,RN236023236024,236023,236024,,28
2351,RN236025236026,236025,236026,,39
2352,RN236027236028,236027,236028,,20
2353,RN236029236030,236029,236030,,1
2354,RN236031236032,236031,236032,,18
2355,RN236033236034,236033,236034,,77
2356,RN236035236036,236035,236036,,55
2357,RN236037236038,236037,236038,,27
2358,RN236039236040,236039,236040,,69
2359,RN236041236042,236041,236042,,51
2360,RN236043236045,236043,236045,,90
2361,RN236046236047,236046,236047,,44
2362,RN236048236049,236048,236049,,52
2363,RN236050236051,236050,236051,,81
2364,RN236052236053,236052,236053,,64
2365,RN236054236055,236054,236055,,55
2366,RN236056236057,236056,236057,,46
2367,RN236058236059,236058,236059,,10
2368,RN236060236061,236060,236061,,69
2369,RN236062236063,236062,236063,,32
2370,RN236064236065,236064,236065,,20
2371,RN236066236067,236066,236067,,66
2372,RN236068236069,236068,236069,,50
2373,RN236070236071,236070,236071,,21
2374,RN236072236073,236072,236073,,58
2375,RN236074236075,236074,236075,,86
2376,RN236076236077,236076,236077,,24
2377,RN236078236079,236078,236079,,20
2378,RN236080236081,236080,236081,,55
2379,RN236082236083,236082,236083,,22
2380,RN236084236085,236084,236085,,95
2381,RN236086236087,236086,236087,,13
2382,RN236088236089,236088,236089,,30
2383,RN236090236091,236090,236091,,27
2384,RN236092236093,236092,236093,,88
2385,RN236094236095,236094,236095,,12
2386,RN236096236097,236096,236097,,56
2387,RN236098236099,236098,236099,,54
2388,RN236100236101,236100,236101,,20
2389,RN236102236103,236102,236103,,60
2390,RN236104236105,236104,236105,,39
2391,RN236106236107,236106,236107,,0
2392,RN236108236109,236108,236109,,59
2393,RN236110236111,236110,236111,,66
2394,RN236112236113,236112,236113,,40
2395,RN236116311001,236116,311001,,59
2396,RN311002311003,311002,311003,,90
2397,RN311004311005,311004,311005,,49
2398,RN311006311007,311006,311007,,90
2399,RN311008311009,311008,311009,,91
2400,RN311010311011,311010,311011,,12
2401,RN311012311013,311012,311013,,61
2402,RN311014311015,311014,311015,,12
2403,RN311016311017,311016,311017,,50
2404,RN311018311019,311018,311019,,86
2405,RN311020311021,311020,311021,,64
2406,RN311022311023,311022,311023,,93
2407,RN311024311025,311024,311025,,37
2408,RN311026311027,311026,311027,,67
2409,RN311028311029,311028,311029,,36
2410,RN311030311031,311030,311031,,98
2411,RN311032311033,311032,311033,,35
2412,RN311034311035,311034,311035,,12
2413,RN311036311037,311036,311037,,95
2414,RN311038311039,311038,311039,,45
2415,RN311040311041,311040,311041,,14
2416,RN311042311043,311042,311043,,43
2417,RN311044311045,311044,311045,,31
2418,RN311046311047,311046,311047,,43
2419,RN311048311049,311048,311049,,51
2420,RN311050311051,311050,311051,,23
2421,RN311052311053,311052,311053,,43
2422,RN311054311055,311054,311055,,84
2423,RN311056311057,311056,311057,,41
2424,RN311058311059,311058,311059,,0
2425,RN311060311061,311060,311061,,94
2426,RN311062311063,311062,311063,,33
2427,RN311064311065,311064,311065,,52
2428,RN311066311067,311066,311067,,99
2429,RN311068311069,311068,311069,,29
2430,RN311070311071,311070,311071,,38
2431,RN311072311073,311072,311073,,100
2432,RN311074311075,311074,311075,,44
2433,RN311076311077,311076,311077,,73
2434,RN311078311079,311078,311079,,34
2435,RN311080311081,311080,311081,,29
2436,RN311082311083,311082,311083,,85
2437,RN311084311085,311084,311085,,2
2438,RN311086311087,311086,311087,,14
2439,RN311088311090,311088,311090,,69
2440,RN311092311093,311092,311093,,100
2441,RN311094311096,311094,311096,,78
2442,RN311097311099,311097,311099,,93
2443,RN311100311101,311100,311101,,72
2444,RN311102311103,311102,311103,,70
2445,RN311104311105,311104,311105,,79
2446,RN311106311107,311106,311107,,45
2447,RN311108311109,311108,311109,,78
2448,RN311110311111,311110,311111,,63
2449,RN311112311115,311112,311115,,32
2450,RN311116311118,311116,311118,,90
2451,RN311120311121,311120,311121,,7
2452,RN311122311123,311122,311123,,81
2453,RN311124311125,311124,311125,,83
2454,RN311126311127,311126,311127,,37
2455,RN311129311132,311129,311132,,99
2456,RN311147311151,311147,311151,,66
2457,RN311188311191,311188,311191,,23
2458,RN311236311238,311236,311238,,20
2459,RN236044REP007,236044,REP007,,100
2460,RNREP028REP064,REP028,REP064,,18
2461,RN137002137003,137002,137003,,4
2462,RN137004137006,137004,137006,,100
2463,RN137007137008,137007,137008,,99
2464,RN137009137010,137009,137010,,96
2465,RN137013137014,137013,137014,,14
2466,RN137016137017,137016,137017,,13
2467,RN137018137019,137018,137019,,10
2468,RN137022137025,137022,137025,,58
2469,RN137026137027,137026,137027,,58
2470,RN137028137030,137028,137030,,18
2471,RN137031137032,137031,137032,,63
2472,RN137033137035,137033,137035,,1
2473,RN137036137037,137036,137037,,33
2474,RN137039137040,137039,137040,,43
2475,RN137041137042,137041,137042,,46
2476,RN137043137044,137043,137044,,6
2477,RN137045137047,137045,137047,,5
2478,RN137048137049,137048,137049,,31
2479,RN137051137052,137051,137052,,27
2480,RN137054137056,137054,137056,,22
2481,RN137057137058,137057,137058,,31
2482,RN137059137061,137059,137061,,85
2483,RN137062137063,137062,137063,,81
2484,RN137064137065,137064,137065,,58
2485,RN137066137067,137066,137067,,8
2486,RN137068137069,137068,137069,,25
2487,RN137070137071,137070,137071,,18
2488,RN137072137073,137072,137073,,81
2489,RN137074137075,137074,137075,,53
2490,RN137076137077,137076,137077,,3
2491,RN137078137091,137078,137091,,38
2492,RN137092137093,137092,137093,,73
2493,RNRep131Rep132,Rep131,Rep132,,42
2494,RN138001138002,138001,138002,,53
2495,RN138003138004,138003,138004,,37
2496,RN138005138006,138005,138006,,75
2497,RN138007138008,138007,138008,,100
2498,RN138009138011,138009,138011,,82
2499,RN138013138017,138013,138017,,33
2500,RN138018138019,138018,138019,,85
2501,RN138020138022,138020,138022,,69
2502,RN138023138024,138023,138024,,94
2503,RN138027138028,138027,138028,,95
2504,RN138029138030,138029,138030,,1
2505,RN138031138033,138031,138033,,64
2506,RN138034138035,138034,138035,,75
2507,RN138036138038,138036,138038,,89
2508,RN138039138040,138039,138040,,53
2509,RN138043138044,138043,138044,,23
2510,RN138045138046,138045,138046,,7
2511,RN138047138048,138047,138048,,36
2512,RN138049138050,138049,138050,,16
2513,RN138051138052,138051,138052,,84
2514,RN138053138054,138053,138054,,60
2515,RN138055138056,138055,138056,,12
2516,RN138057138058,138057,138058,,79
2517,RN138059138071,138059,138071,,17
2518,RN138084Rep101,138084,Rep101,,40
2519,RNRep102Rep104,Rep102,Rep104,,52
2520,RN138041164001,138041,164001,,6
2521,RN164003164004,164003,164004,,26
2522,RN164005164006,164005,164006,,91
2523,RN164007164008,164007,164008,,96
2524,RN164009164010,164009,164010,,17
2525,RN164011164012,164011,164012,,58
2526,RN164013164014,164013,164014,,65
2527,RN164015164016,164015,164016,,18
2528,RN164018164020,164018,164020,,71
2529,RN164021164022,164021,164022,,67
2530,RN164023164024,164023,164024,,25
2531,RN164025164026,164025,164026,,98
2532,RN164027164028,164027,164028,,75
2533,RN164029164030,164029,164030,,59
2534,RN164031164032,164031,164032,,63
2535,RN164033164035,164033,164035,,70
2536,RN164036164037,164036,164037,,14
2537,RN164038164039,164038,164039,,59
2538,RN164040164042,164040,164042,,23
2539,RN164043164046,164043,164046,,40
2540,RN164047164048,164047,164048,,89
2541,RN164049164050,164049,164050,,91
2542,RN164051164052,164051,164052,,39
2543,RN164053164054,164053,164054,,14
2544,RN164055164056,164055,164056,,17
2545,RN164057164058,164057,164058,,6
2546,RN164060241002,164060,241002,,9
2547,RN241004241005,241004,241005,,24
2548,RN241006241007,241006,241007,,2
2549,RN241008241009,241008,241009,,95
2550,RN241010241011,241010,241011,,71
2551,RN241012241013,241012,241013,,1
2552,RN241015241017,241015,241017,,72
2553,RN241018241019,241018,241019,,32
2554,RN241020241021,241020,241021,,66
2555,RN241022241023,241022,241023,,50
2556,RN241024241027,241024,241027,,98
2557,RN241035241039,241035,241039,,27
2558,RN241040241041,241040,241041,,43
2559,RN241044241045,241044,241045,,3
2560,RN241053241055,241053,241055,,34
2561,RN241061241062,241061,241062,,57
2562,RN241065241066,241065,241066,,77
2563,RN241068241069,241068,241069,,0
2564,RN241070241071,241070,241071,,2
2565,RN241072241073,241072,241073,,32
2566,RN241074241075,241074,241075,,4
2567,RN241078241084,241078,241084,,95
2568,RN241085241086,241085,241086,,33
2569,RN241087241088,241087,241088,,49
2570,RN241089241090,241089,241090,,61
2571,RN241091241093,241091,241093,,37
2572,RN241094241097,241094,241097,,35
2573,RN241101241102,241101,241102,,60
2574,RN241103241104,241103,241104,,33
2575,RN241110241111,241110,241111,,61
2576,RN241114241115,241114,241115,,46
2577,RN241116241117,241116,241117,,56
2578,RN241118241119,241118,241119,,57
2579,RN241122241123,241122,241123,,87
2580,RN241124241125,241124,241125,,35
2581,RN241126241142,241126,241142,,0
2582,RN241144241147,241144,241147,,25
2583,RN241149241155,241149,241155,,88
2584,RN241156241158,241156,241158,,33
2585,RN241159241160,241159,241160,,44
2586,RN241161241167,241161,241167,,49
2587,RN241170241175,241170,241175,,78
2588,RN241178241183,241178,241183,,73
2589,RN241184241192,241184,241192,,23
2590,RN241195241204,241195,241204,,96
2591,RN241205241212,241205,241212,,1
2592,RN241215241216,241215,241216,,54
2593,RN241220241224,241220,241224,,43
2594,RN241236241237,241236,241237,,90
2595,RN241242241243,241242,241243,,33
2596,RN241244241254,241244,241254,,96
2597,RN241257241263,241257,241263,,99
2598,RN241264241266,241264,241266,,87
2599,RN241273241275,241273,241275,,60
2600,RN241276241292,241276,241292,,95
2601,RN241501241504,241501,241504,,27
2602,RN241506241508,241506,241508,,76
2603,RN241516241522,241516,241522,,17
2604,RN241240241229,241240,241229,,2
2605,RN241206241001,241206,241001,,30
2606,RN241003241025,241003,241025,,83
2607,RN241026241028,241026,241028,,82
2608,RN241029241030,241029,241030,,33
2609,RN241031241032,241031,241032,,24
2610,RN241033241034,241033,241034,,16
2611,RN241042241043,241042,241043,,75
2612,RN241046241047,241046,241047,,47
2613,RN241048241049,241048,241049,,23
2614,RN241050241051,241050,241051,,77
2615,RN241052241054,241052,241054,,6
2616,RN241056241057,241056,241057,,48
2617,RN241059241060,241059,241060,,93
2618,RN241067241076,241067,241076,,28
2619,RN241079241080,241079,241080,,62
2620,RN241081241082,241081,241082,,66
2621,RN241083241095,241083,241095,,46
2622,RN241096241098,241096,241098,,51
2623,RN241099241105,241099,241105,,76
2624,RN241106241107,241106,241107,,98
2625,RN241108241109,241108,241109,,90
2626,RN241113241127,241113,241127,,75
2627,RN241141241143,241141,241143,,4
2628,RN241145241151,241145,241151,,74
2629,RN241152241153,241152,241153,,53
2630,RN241172241173,241172,241173,,2
2631,RN241176241181,241176,241181,,52
2632,RN241188241189,241188,241189,,32
2633,RN241191241193,241191,241193,,54
2634,RN241194241199,241194,241199,,26
2635,RN241200241209,241200,241209,,24
2636,RN241213241214,241213,241214,,68
2637,RN241218241219,241218,241219,,97
2638,RN241222241223,241222,241223,,56
2639,RN241225241231,241225,241231,,20
2640,RN241232241255,241232,241255,,64
2641,RN241262241270,241262,241270,,18
2642,RN241272241274,241272,241274,,48
2643,RN241277241285,241277,241285,,6
2644,RN241502241503,241502,241503,,19
2645,RN241507241515,241507,241515,,24
2646,RN241518241520,241518,241520,,26
2647,RN241523256296,241523,256296,,4
2648,RNRep063Rep181,Rep063,Rep181,,97
2649,RN241146241271,241146,241271,,39
2650,RN241185241208,241185,241208,,71
2651,RN241177241269,241177,241269,,76
2652,RN241259241112,241259,241112,,0
2653,RN241163241202,241163,241202,,93
2654,RN241267241169,241267,241169,,20
2655,RN241121241331,241121,241331,,90
2656,RN241302241330,241302,241330,,64
2657,RN123002123003,123002,123003,,84
2658,RN123004123005,123004,123005,,87
2659,RN123006123009,123006,123009,,74
2660,RN123010123011,123010,123011,,5
2661,RN123012123013,123012,123013,,8
2662,RN123014123015,123014,123015,,68
2663,RN123016123017,123016,123017,,74
2664,RN123018123019,123018,123019,,51
2665,RN123020123021,123020,123021,,94
2666,RN123022123023,123022,123023,,16
2667,RN123024123025,123024,123025,,60
2668,RN123026123027,123026,123027,,63
2669,RN123029123030,123029,123030,,59
2670,RN123031123032,123031,123032,,80
2671,RN123033123035,123033,123035,,40
2672,RN123037123038,123037,123038,,35
2673,RN123039123040,123039,123040,,93
2674,RN123041123042,123041,123042,,24
2675,RN123051123053,123051,123053,,50
2676,RN123054123055,123054,123055,,25
2677,RN123056123057,123056,123057,,23
2678,RN123058123059,123058,123059,,4
2679,RN123062123063,123062,123063,,82
2680,RN123064123066,123064,123066,,100
2681,RN123068123069,123068,123069,,40
2682,RN123078123080,123078,123080,,40
2683,RN123086123090,123086,123090,,26
2684,RN123502123503,123502,123503,,77
2685,RN123504140079,123504,140079,,74
2686,RN140001140002,140001,140002,,19
2687,RN140003140004,140003,140004,,66
2688,RN140005140006,140005,140006,,13
2689,RN140007140008,140007,140008,,92
2690,RN140009140010,140009,140010,,30
2691,RN140011140012,140011,140012,,35
2692,RN140013140014,140013,140014,,66
2693,RN140016140017,140016,140017,,20
2694,RN140018140019,140018,140019,,87
2695,RN140020140021,140020,140021,,77
2696,RN140022140023,140022,140023,,89
2697,RN140024140025,140024,140025,,77
2698,RN140026140027,140026,140027,,3
2699,RN140028140029,140028,140029,,42
2700,RN140030140031,140030,140031,,15
2701,RN140032140033,140032,140033,,57
2702,RN140034140035,140034,140035,,13
2703,RN140036140037,140036,140037,,99
2704,RN140039140041,140039,140041,,78
2705,RN140042140043,140042,140043,,78
2706,RN140044140045,140044,140045,,83
2707,RN140046140047,140046,140047,,70
2708,RN140048140049,140048,140049,,86
2709,RN140050140051,140050,140051,,23
2710,RN140052140053,140052,140053,,4
2711,RN140054140056,140054,140056,,99
2712,RN140057140058,140057,140058,,75
2713,RN140059140060,140059,140060,,68
2714,RN140071140072,140071,140072,,33
2715,RN140074140075,140074,140075,,75
2716,RN140076140082,140076,140082,,82
2717,RN140083140084,140083,140084,,66
2718,RN140085140086,140085,140086,,49
2719,RN140087140090,140087,140090,,30
2720,RN140092140095,140092,140095,,98
2721,RN140099140102,140099,140102,,77
2722,RN140104140105,140104,140105,,73
2723,RN140106140107,140106,140107,,36
2724,RN140109140111,140109,140111,,52
2725,RN140112140115,140112,140115,,67
2726,RN140118140119,140118,140119,,35
2727,RN140122140123,140122,140123,,2
2728,RN140124140125,140124,140125,,38
2729,RN140127140129,140127,140129,,57
2730,RN140131140132,140131,140132,,24
2731,RN140136140138,140136,140138,,90
2732,RN140139140141,140139,140141,,1
2733,RN140145140148,140145,140148,,1
2734,RN140149140150,140149,140150,,8
2735,RN140151140152,140151,140152,,17
2736,RN140153140155,140153,140155,,44
2737,RN140156140157,140156,140157,,48
2738,RN140158140159,140158,140159,,93
2739,RN142001142002,142001,142002,,40
2740,RN142003142004,142003,142004,,53
2741,RN142005142006,142005,142006,,10
2742,RN142007142008,142007,142008,,71
2743,RN142009142010,142009,142010,,84
2744,RN142011142012,142011,142012,,33
2745,RN142013142014,142013,142014,,69
2746,RN142016142017,142016,142017,,38
2747,RN142018142019,142018,142019,,67
2748,RN142020142021,142020,142021,,42
2749,RN142022142023,142022,142023,,82
2750,RN142024142025,142024,142025,,41
2751,RN142026142027,142026,142027,,2
2752,RN142028142029,142028,142029,,94
2753,RN142030142031,142030,142031,,44
2754,RN142032142033,142032,142033,,81
2755,RN142034142035,142034,142035,,49
2756,RN142036142037,142036,142037,,50
2757,RN142038142039,142038,142039,,81
2758,RN142040142041,142040,142041,,10
2759,RN142052142053,142052,142053,,92
2760,RN142054142057,142054,142057,,26
2761,RN142058142064,142058,142064,,37
2762,RN142067142068,142067,142068,,70
2763,RN142069142071,142069,142071,,45
2764,RN142072142075,142072,142075,,0
2765,RN142079142081,142079,142081,,20
2766,RN142082142089,142082,142089,,67
2767,RN142091142093,142091,142093,,21
2768,RN142501142502,142501,142502,,25
2769,RN142063123007,142063,123007,,46
2770,RN123008140161,123008,140161,,17
2771,RN123067130001,123067,130001,,56
2772,RN130002130003,130002,130003,,46
2773,RN130004130005,130004,130005,,62
2774,RN130006130007,130006,130007,,94
2775,RN130008130009,130008,130009,,18
2776,RN130010130011,130010,130011,,69
2777,RN130012130013,130012,130013,,22
2778,RN130014130015,130014,130015,,61
2779,RN130016130017,130016,130017,,66
2780,RN130020130021,130020,130021,,27
2781,RN130022130023,130022,130023,,16
2782,RN130024130025,130024,130025,,17
2783,RN130026130027,130026,130027,,48
2784,RN130028130029,130028,130029,,4
2785,RN130030130031,130030,130031,,27
2786,RN130032130033,130032,130033,,59
2787,RN130034130035,130034,130035,,56
2788,RN130036130037,130036,130037,,53
2789,RN130038130039,130038,130039,,26
2790,RN130040130041,130040,130041,,97
2791,RN130042130043,130042,130043,,33
2792,RN130044130045,130044,130045,,8
2793,RN130046130047,130046,130047,,61
2794,RN130048130049,130048,130049,,16
2795,RN130050130051,130050,130051,,85
2796,RN130052130053,130052,130053,,68
2797,RN130054130055,130054,130055,,89
2798,RN144036144041,144036,144041,,31
2799,RNRep151Rep152,Rep151,Rep152,,58
2800,RN144001144002,144001,144002,,56
2801,RN144004144005,144004,144005,,98
2802,RN144006144007,144006,144007,,67
2803,RN144008144009,144008,144009,,9
2804,RN144010144011,144010,144011,,87
2805,RN144012144013,144012,144013,,77
2806,RN144014144015,144014,144015,,64
2807,RN144016144017,144016,144017,,41
2808,RN144020144021,144020,144021,,97
2809,RN144022144023,144022,144023,,82
2810,RN144024144025,144024,144025,,12
2811,RN144026144027,144026,144027,,93
2812,RN144028144029,144028,144029,,81
2813,RN144030144031,144030,144031,,45
2814,RN144032144033,144032,144033,,88
2815,RN144034144035,144034,144035,,83
2816,RN144037144038,144037,144038,,31
2817,RN144039144040,144039,144040,,32
2818,RN144042144043,144042,144043,,86
2819,RN144044144045,144044,144045,,55
2820,RN144046144047,144046,144047,,18
2821,RN144048144049,144048,144049,,97
2822,RN144050144051,144050,144051,,39
2823,RN144052144053,144052,144053,,38
2824,RN144054144055,144054,144055,,27
2825,RN144056144057,144056,144057,,77
2826,RN144058144059,144058,144059,,17
2827,RN144060144061,144060,144061,,22
2828,RN144062144063,144062,144063,,92
2829,RN144064144065,144064,144065,,39
2830,RN144066144067,144066,144067,,19
2831,RN144068144069,144068,144069,,89
2832,RN144070144071,144070,144071,,38
2833,RN144072144073,144072,144073,,81
2834,RN144074144075,144074,144075,,86
2835,RN144076144077,144076,144077,,60
2836,RN144078144079,144078,144079,,69
2837,RN144080144081,144080,144081,,90
2838,RN144082144083,144082,144083,,3
2839,RN144084144085,144084,144085,,34
2840,RN144086144091,144086,144091,,67
2841,RN144096144099,144096,144099,,11
2842,RN144102144121,144102,144121,,19
2843,RN544001544002,544001,544002,,49
2844,RN144141163001,144141,163001,,11
2845,RN163002163003,163002,163003,,15
2846,RN163004163005,163004,163005,,40
2847,RN163006163007,163006,163007,,51
2848,RN163008163009,163008,163009,,32
2849,RN163010163011,163010,163011,,33
2850,RN163012163013,163012,163013,,81
2851,RN163014163015,163014,163015,,23
2852,RN163016163018,163016,163018,,53
2853,RN163020163021,163020,163021,,98
2854,RN163022163025,163022,163025,,45
2855,RN163026163027,163026,163027,,55
2856,RN163029163030,163029,163030,,44
2857,RN163031163033,163031,163033,,21
2858,RN163035163036,163035,163036,,34
2859,RN163037163038,163037,163038,,24
2860,RN163039163040,163039,163040,,70
2861,RN163042163043,163042,163043,,97
2862,RN163044163045,163044,163045,,5
2863,RN163046163047,163046,163047,,35
2864,RN163048163049,163048,163049,,4
2865,RN163050163052,163050,163052,,65
2866,RN163053163054,163053,163054,,95
2867,RN163055163056,163055,163056,,96
2868,RN163057163058,163057,163058,,30
2869,RN163059163060,163059,163060,,51
2870,RN163062163063,163062,163063,,2
2871,RN163064163065,163064,163065,,0
2872,RN163066163067,163066,163067,,85
2873,RN163069163070,163069,163070,,96
2874,RN163071163072,163071,163072,,43
2875,RN163074163075,163074,163075,,1
2876,RN163076163077,163076,163077,,3
2877,RN163078163079,163078,163079,,38
2878,RN163080163081,163080,163081,,2
2879,RN163091163101,163091,163101,,5
2880,RN163106163114,163106,163114,,98
2881,RN163115163116,163115,163116,,79
2882,RN163117163120,163117,163120,,45
2883,RN163123163125,163123,163125,,23
2884,RN163128163501,163128,163501,,1
2885,RN163143163141,163143,163141,,56
2886,RN163107163068,163107,163068,,87
2887,RN163051163140,163051,163140,,35
2888,RN163142144003,163142,144003,,7
2889,RN234002234003,234002,234003,,100
2890,RN234004234005,234004,234005,,53
2891,RN234006234007,234006,234007,,72
2892,RN234009234010,234009,234010,,64
2893,RN234011234012,234011,234012,,29
2894,RN234014234015,234014,234015,,86
2895,RN234016234017,234016,234017,,99
2896,RN234021234022,234021,234022,,62
2897,RN234024234026,234024,234026,,12
2898,RN234030234031,234030,234031,,19
2899,RN234032234034,234032,234034,,37
2900,RN234036234037,234036,234037,,63
2901,RN234038234042,234038,234042,,66
2902,RN234043234044,234043,234044,,98
2903,RN234045234046,234045,234046,,93
2904,RN234047234048,234047,234048,,74
2905,RN234053234054,234053,234054,,14
2906,RN234501248001,234501,248001,,4
2907,RN248002248003,248002,248003,,20
2908,RN248004248005,248004,248005,,5
2909,RN248006248007,248006,248007,,78
2910,RN248008248009,248008,248009,,80
2911,RN248010248011,248010,248011,,61
2912,RN248012248013,248012,248013,,65
2913,RN248014248015,248014,248015,,38
2914,RN248016248017,248016,248017,,34
2915,RN248018248019,248018,248019,,32
2916,RN248021248022,248021,248022,,69
2917,RN248024248025,248024,248025,,84
2918,RN248027248028,248027,248028,,2
2919,RN248029248031,248029,248031,,23
2920,RN248032248033,248032,248033,,22
2921,RN248034248035,248034,248035,,75
2922,RN248036248037,248036,248037,,65
2923,RN248038248039,248038,248039,,19
2924,RN248040248041,248040,248041,,97
2925,RN248042248043,248042,248043,,80
2926,RN248044248045,248044,248045,,71
2927,RN248046248047,248046,248047,,18
2928,RN248048248049,248048,248049,,34
2929,RN248050248051,248050,248051,,83
2930,RN248052248053,248052,248053,,64
2931,RN248054248055,248054,248055,,29
2932,RN248056248057,248056,248057,,63
2933,RN248059248060,248059,248060,,99
2934,RN248061248062,248061,248062,,54
2935,RN248063248064,248063,248064,,36
2936,RN248065248066,248065,248066,,61
2937,RN248067248068,248067,248068,,39
2938,RN248069248070,248069,248070,,7
2939,RN248071248073,248071,248073,,52
2940,RN248074248075,248074,248075,,40
2941,RN248089248091,248089,248091,,82
2942,RN149001149003,149001,149003,,49
2943,RN149005149006,149005,149006,,51
2944,RN149007149008,149007,149008,,97
2945,RN149009149010,149009,149010,,73
2946,RN149011149012,149011,149012,,70
2947,RN149020149026,149020,149026,,11
2948,RN149027149028,149027,149028,,47
2949,RN149032149042,149032,149042,,39
2950,RN149044149048,149044,149048,,28
2951,RN149049149050,149049,149050,,10
2952,RN149051149052,149051,149052,,94
2953,RN149054149057,149054,149057,,61
2954,RN149058149059,149058,149059,,55
2955,RN149060149066,149060,149066,,14
2956,RN149069149078,149069,149078,,66
2957,RN149082149083,149082,149083,,64
2958,RN149087149088,149087,149088,,58
2959,RN149091149092,149091,149092,,22
2960,RN149093149094,149093,149094,,36
2961,RN149096149097,149096,149097,,19
2962,RN149098149100,149098,149100,,49
2963,RN149101149103,149101,149103,,54
2964,RN149104149107,149104,149107,,58
2965,RN149131149132,149131,149132,,13
2966,RN149133149134,149133,149134,,96
2967,RN149138149139,149138,149139,,4
2968,RN149141149147,149141,149147,,12
2969,RN149148149149,149148,149149,,86
2970,RN149153149157,149153,149157,,18
2971,RN149159149173,149159,149173,,6
2972,RN149174149175,149174,149175,,19
2973,RN149176149186,149176,149186,,64
2974,RN149187149189,149187,149189,,68
2975,RN149190149191,149190,149191,,59
2976,RN149502149503,149502,149503,,92
2977,RN149505149506,149505,149506,,37
2978,RNRep002149169,Rep002,149169,,74
